,name,mkdocs_plugin,extra_dependencies,github_id,pypi_id,labels,category,homepage,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,monthly_downloads,description,projectrank,show,projectrank_placing,markdown_extension,trending,mkdocs_theme,license,shadowed,gitlab_id,gitlab_url,created_at,fork_count,open_issue_count,closed_issue_count,star_count,release_count,updated_at,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_pulls,pypi,bitbucket_id
59,include-markdown,include-markdown,,mondeja/mkdocs-include-markdown-plugin,mkdocs-include-markdown-plugin,['plugin'],snippets-include,{},4105.0,4105.0,18.0,https://pypi.org/project/mkdocs-include-markdown-plugin,,,,6,True,2.0,,,,,,,,,,,,,,,,,,,,
60,Markdown-Include,,,cmacmackin/markdown-include,markdown-include,['markdown'],snippets-include,{},8045.0,8045.0,12.0,https://pypi.org/project/markdown-include,,,,6,True,2.0,markdown_include.include,,,,,,,,,,,,,,,,,,,
61,Markdown Grid Tables,,,,markdown-grid-tables,['markdown'],markdown,https://gitlab.com/WillDaSilva/markdown_grid_tables,,,,https://pypi.org/project/markdown-grid-tables,58369.0,58369.0,[Python-Markdown](https://python-markdown.github.io/) [extension](https://python-markdown.github.io/extensions/api/)..,5,True,2.0,markdown_grid_tables,,,,,WillDaSilva/markdown_grid_tables,https://gitlab.com/WillDaSilva/markdown_grid_tables,2022-02-09 02:39:55,7.0,3.0,1.0,1.0,0.0,2022-02-09 02:39:55.000000,,,,,,
62,Bootswatch,,,mkdocs/mkdocs-bootswatch,mkdocs-bootswatch,['theme'],theming,{},1271.0,1271.0,10.0,https://pypi.org/project/mkdocs-bootswatch,,,,5,True,2.0,,,"['cerulean', 'cosmo', 'cyborg', 'darkly', 'flatly', 'journal', 'litera', 'lumen', 'lux', 'materia', 'minty', 'pulse', 'sandstone', 'simplex', 'slate', 'solar', 'spacelab', 'superhero', 'united', 'yeti']",,,,,,,,,,,,,,,,,
63,MkAutoDoc,,,tomchristie/mkautodoc,mkautodoc,['markdown'],api-docs,{},,,7.0,https://pypi.org/project/mkautodoc,18973.0,18973.0,,5,True,2.0,mkautodoc,,,BSD,,,,,,,,,,,,,,,,
64,mkdocstrings-shell,,,mkdocstrings/shell,,,api-docs,{},75.0,75.0,,,,,,5,True,2.0,,,,ISC,,,,,,,,,,,,,,,,
65,MkDocs Video,mkdocs-video,,soulless-viewer/mkdocs-video,mkdocs-video,['plugin'],charts,{},1166.0,1166.0,5.0,https://pypi.org/project/mkdocs-video,,,,5,True,2.0,,,,,,,,,,,,,,,,,,,,
66,markdownextradata,markdownextradata,,rosscdh/mkdocs-markdownextradata-plugin,mkdocs-markdownextradata-plugin,['plugin'],code-exec-templating,{},1664.0,1664.0,12.0,https://pypi.org/project/mkdocs-markdownextradata-plugin,,,,5,True,2.0,,,,,,,,,,,,,,,,,,,,
67,markdown-filter,markdown-filter,,byrnereese/mkdocs-markdown-filter,mkdocs-markdown-filter,['plugin'],code-exec-templating,{},41.0,41.0,,https://pypi.org/project/mkdocs-markdown-filter,5299.0,5299.0,,5,True,2.0,,,,,,,,,,,,,,,,,,,,
68,markdown-exec,markdown-exec,{'plugins.markdown-exec.ansi': 'markdown-exec[ansi]'},pawamoy/markdown-exec,markdown-exec,['plugin'],code-exec-templating,{},867.0,867.0,6.0,https://pypi.org/project/markdown-exec,,,,5,True,2.0,,,,,,,,,,,,,,,,,,,,
69,git-revision-date,git-revision-date,,zhaoterryy/mkdocs-git-revision-date-plugin,mkdocs-git-revision-date-plugin,['plugin'],git-info,{},3036.0,3036.0,7.0,https://pypi.org/project/mkdocs-git-revision-date-plugin,,,,5,True,2.0,,,,,,,,,,,,,,,,,,,,
70,git-authors,git-authors,,timvink/mkdocs-git-authors-plugin,mkdocs-git-authors-plugin,['plugin'],git-info,{},1965.0,1965.0,17.0,https://pypi.org/project/mkdocs-git-authors-plugin,,,,5,True,2.0,,,,,,,,,,,,,,,,,,,,
71,bootstrap-tables,bootstrap-tables,,byrnereese/mkdocs-bootstrap-tables-plugin,mkdocs-bootstrap-tables-plugin,['plugin'],html-css,{},114.0,114.0,,https://pypi.org/project/mkdocs-bootstrap-tables-plugin,574.0,574.0,,5,True,2.0,,,,,,,,,,,,,,,,,,,,
72,mkdocs-alias-plugin,alias,,eddyluten/mkdocs-alias-plugin,mkdocs-alias-plugin,['plugin'],links-refs,{},40.0,40.0,6.0,https://pypi.org/project/mkdocs-alias-plugin,3441.0,3441.0,,5,True,2.0,,,,,,,,,,,,,,,,,,,,
73,mkdocs-simple-hooks,mkdocs-simple-hooks,,aklajnert/mkdocs-simple-hooks,mkdocs-simple-hooks,['plugin'],nav-pages,{},2330.0,2330.0,6.0,https://pypi.org/project/mkdocs-simple-hooks,,,,5,True,2.0,,,,,,,,,,,,,,,,,,,,
74,schema-reader,schema_reader,,magicaljellybeans/mkdocs_schema_reader,mkdocs-schema-reader,['plugin'],nav-pages,{},,,3.0,https://pypi.org/project/mkdocs-schema-reader,3579.0,3579.0,,5,True,2.0,,,,MIT,,,,,,,,,,,,,,,,
75,mkdocs-categories-plugin,categories,,eddyluten/mkdocs-categories-plugin,mkdocs-categories-plugin,['plugin'],nav-pages,{},24.0,24.0,,https://pypi.org/project/mkdocs-categories-plugin,2707.0,2707.0,,5,True,2.0,,,,,,,,,,,,,,,,,,,,
76,mktestdocs,,,koaning/mktestdocs,mktestdocs,[],quality,{},,,6.0,https://pypi.org/project/mktestdocs,65356.0,65356.0,,5,True,2.0,,,,,,,,,,,,,,,,,,,,
77,mkdocs-with-pdf,with-pdf,,orzih/mkdocs-with-pdf,mkdocs-with-pdf,['plugin'],site-conversion,{},927.0,927.0,6.0,https://pypi.org/project/mkdocs-with-pdf,,,,5,True,2.0,,,,,,,,,,,,,,,,,,,,
78,print-site,print-site,,timvink/mkdocs-print-site-plugin,mkdocs-print-site-plugin,['plugin'],site-conversion,{},,,17.0,https://pypi.org/project/mkdocs-print-site-plugin,195268.0,195268.0,,5,True,2.0,,,,,,,,,,,,,,,,,,,,
79,mkdocs-pandoc,,,jgrassler/mkdocs-pandoc,mkdocs-pandoc,[],site-conversion,{},78.0,78.0,4.0,https://pypi.org/project/mkdocs-pandoc,516.0,516.0,,5,True,2.0,,,,,,,,,,,,,,,,,,,,
80,monorepo,monorepo,,backstage/mkdocs-monorepo-plugin,mkdocs-monorepo-plugin,['plugin'],site-management,{},689.0,689.0,32.0,https://pypi.org/project/mkdocs-monorepo-plugin,,,,5,True,2.0,,,,,,,,,,,,,,,,,,,,
81,no-sitemap,no-sitemap,,leonardehrenfried/mkdocs-no-sitemap-plugin,mkdocs-no-sitemap-plugin,['plugin'],site-management,{},56.0,56.0,2.0,https://pypi.org/project/mkdocs-no-sitemap-plugin,2649.0,2649.0,,5,True,2.0,,,,,,,,,,,,,,,,,,,,
82,techdocs-core,techdocs-core,,backstage/mkdocs-techdocs-core,mkdocs-techdocs-core,['plugin'],site-management,{},224.0,224.0,51.0,https://pypi.org/project/mkdocs-techdocs-core,,,,5,True,2.0,,,,,,,,,,,,,,,,,,,,
83,mkdocs-embed-external-markdown,external-markdown,,fire1ce/mkdocs-embed-external-markdown,mkdocs-embed-external-markdown,['plugin'],snippets-include,{},176.0,176.0,7.0,https://pypi.org/project/mkdocs-embed-external-markdown,,,,5,True,3.0,,,,MIT,,,,,,,,,,,,,,,,
84,meta-descriptions,meta-descriptions,,prcr/mkdocs-meta-descriptions-plugin,mkdocs-meta-descriptions-plugin,['plugin'],snippets-include,{},1278.0,1278.0,3.0,https://pypi.org/project/mkdocs-meta-descriptions-plugin,,,,5,True,3.0,,,,,,,,,,,,,,,,,,,,
85,BOOTSTRAP386,,,,mkdocs-bootstrap386,['theme'],theming,https://gitlab.com/lramage/mkdocs-bootstrap386,,,,https://pypi.org/project/mkdocs-bootstrap386,,,A vintage 1980s DOS inspired Twitter Bootstrap theme for MkDocs https://lramage.gitlab.io/mkdocs-bootstrap386.,4,True,2.0,,,bootstrap386,,,lramage/mkdocs-bootstrap386,https://gitlab.com/lramage/mkdocs-bootstrap386,2018-06-06 02:30:09,3.0,4.0,3.0,37.0,1.0,2018-06-06 02:30:09.000000,,,,,,
86,GitBook,,,,mkdocs-gitbook,['theme'],theming,https://gitlab.com/lramage/mkdocs-gitbook-theme,,,,https://pypi.org/project/mkdocs-gitbook,,,Default theme for GitBook for Mkdocs https://lramage.gitlab.io/mkdocs-gitbook-theme.,4,True,2.0,,,gitbook,,,lramage/mkdocs-gitbook-theme,https://gitlab.com/lramage/mkdocs-gitbook-theme,2018-12-17 18:29:14,15.0,9.0,10.0,31.0,0.0,2018-12-17 18:29:14.000000,,,,,,
87,Bootstrap,,,mkdocs/mkdocs-bootstrap,mkdocs-bootstrap,['theme'],theming,{},523.0,523.0,6.0,https://pypi.org/project/mkdocs-bootstrap,,,,4,True,2.0,,,bootstrap,,,,,,,,,,,,,,,,,
88,mkdocs-typer,,,bruce-szalwinski/mkdocs-typer,mkdocs-typer,['markdown'],api-docs,{},,,,https://pypi.org/project/mkdocs-typer,22460.0,22460.0,,4,True,2.0,mkdocs-typer,,,,,,,,,,,,,,,,,,,
89,mkdocstrings-crystal,,,mkdocstrings/crystal,mkdocstrings-crystal,,api-docs,{},,,3.0,https://pypi.org/project/mkdocstrings-crystal,17942.0,17942.0,,4,True,2.0,,,,,,,,,,,,,,,,,,,,
90,mkdocs-material-adr,mkdocs-material-adr/adr,,Kl0ven/mkdocs-material-adr,mkdocs-material-adr,['plugin'],api-docs,{},12.0,12.0,2.0,https://pypi.org/project/mkdocs-material-adr,3740.0,3740.0,,4,True,2.0,,,,,,,,,,,,,,,,,,,,
